age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
52;4;1;4;2;4504;1;2;3;17;nov;268;2;-1;0;1;2
51;11;1;2;2;12061;1;2;3;17;nov;150;1;188;1;3;2
42;11;3;2;2;-15;2;2;3;17;nov;89;1;145;1;3;2
32;4;1;4;2;6274;1;2;3;17;nov;500;2;-1;0;1;2
53;10;3;2;1;-741;1;1;3;17;nov;53;1;-1;0;1;2
52;4;1;4;2;2920;1;2;3;17;nov;131;2;-1;0;1;2
41;8;1;2;2;2152;1;2;3;17;nov;369;1;-1;0;1;2
46;4;1;4;2;189;1;2;3;17;nov;111;1;-1;0;1;2
34;1;3;2;2;601;2;2;3;17;nov;184;3;-1;0;1;2
42;12;3;2;2;877;2;2;3;17;nov;90;2;-1;0;1;2
40;12;1;2;2;28;2;2;2;17;nov;48;1;-1;0;1;2
46;12;2;2;2;0;2;2;3;17;nov;407;1;150;3;4;2
48;4;1;4;2;5326;2;2;3;17;nov;116;2;-1;0;1;2
55;5;1;3;2;1563;1;2;3;17;nov;128;2;-1;0;1;2
45;4;1;4;2;1932;1;2;3;17;nov;146;1;-1;0;1;2
48;4;2;4;2;1144;1;2;3;17;nov;78;1;-1;0;1;2
50;1;1;1;2;4861;2;2;3;17;nov;256;2;-1;0;1;2
41;8;1;3;2;4593;1;1;3;17;nov;190;1;-1;0;1;2
36;11;1;4;2;99;1;1;3;17;nov;57;1;-1;0;1;2
50;4;1;4;2;4;2;2;3;17;nov;223;1;96;2;3;2
58;2;2;2;2;3111;1;2;3;17;nov;111;1;188;2;3;2
43;1;1;2;2;2576;1;2;3;17;nov;143;2;-1;0;1;2
44;4;1;4;2;1451;1;2;3;17;nov;157;3;150;12;3;2
52;4;1;1;2;672;2;1;3;17;nov;171;1;-1;0;1;2
52;4;1;4;2;1319;1;2;3;17;nov;113;1;-1;0;1;2
38;8;3;2;2;1012;1;1;2;17;nov;69;1;-1;0;1;2
41;3;1;3;2;557;1;2;3;17;nov;158;1;173;1;3;2
52;10;1;2;2;5057;2;2;3;17;nov;104;1;-1;0;1;2
46;8;1;3;2;2749;1;2;3;17;nov;332;1;-1;0;1;2
40;8;1;2;2;0;1;2;3;17;nov;113;1;-1;0;1;2
42;1;3;2;2;1143;1;1;2;17;nov;106;1;-1;0;1;2
41;9;1;2;1;0;1;2;3;17;nov;789;1;-1;0;1;1
37;4;3;4;2;600;1;2;3;17;nov;116;2;196;1;3;2
53;1;1;2;2;350;2;1;3;17;nov;113;3;132;2;3;2
59;9;1;4;2;34247;1;2;3;17;nov;66;2;-1;0;1;2
55;11;1;4;2;0;2;2;3;17;nov;501;1;-1;0;1;2
53;9;1;2;2;248;2;1;3;17;nov;99;1;126;3;3;2
49;1;1;2;2;0;1;2;3;17;nov;201;1;-1;0;1;2
39;6;1;4;2;2;1;2;3;17;nov;180;1;-1;0;1;2
52;11;1;2;2;1818;2;1;3;17;nov;189;2;111;4;3;2
36;4;2;4;2;3837;1;2;3;17;nov;184;1;193;1;4;2
50;1;2;2;2;202;2;1;3;17;nov;148;1;-1;0;1;2
38;4;1;2;2;242;2;2;3;17;nov;88;2;-1;0;1;2
35;6;3;4;2;16;2;2;3;17;nov;158;2;-1;0;1;2
37;1;1;4;2;0;1;2;3;17;nov;65;2;119;1;3;2
52;4;1;4;2;11650;1;2;3;17;nov;48;1;-1;0;1;2
44;4;1;4;2;58;1;2;3;17;nov;48;1;126;3;3;2
59;4;2;4;2;3552;1;2;3;17;nov;690;1;123;7;2;2
43;11;3;1;2;572;2;2;3;17;nov;80;2;-1;0;1;2
32;1;1;2;2;0;1;1;3;17;nov;159;2;195;2;3;2
37;1;1;2;2;131;2;2;3;17;nov;48;2;-1;0;1;2
53;10;1;2;2;38;1;2;3;17;nov;89;1;-1;0;1;2
33;9;3;4;2;2155;2;2;3;17;nov;295;1;-1;0;1;2
35;9;1;4;2;560;1;2;3;17;nov;46;1;-1;0;1;2
41;4;1;4;2;20;1;2;3;17;nov;99;1;151;2;3;2
37;12;1;2;1;-954;1;2;3;17;nov;69;1;180;3;3;2
43;5;1;3;2;0;2;1;3;17;nov;836;1;129;2;3;2
51;8;1;3;2;230;1;2;3;17;nov;174;1;195;1;3;2
56;4;1;4;2;505;1;1;3;17;nov;171;1;172;2;3;2
44;8;1;3;2;93;1;2;3;17;nov;230;1;-1;0;1;2
52;11;1;1;2;0;1;2;3;17;nov;136;1;-1;0;1;2
44;12;1;2;2;3843;1;2;3;17;nov;70;1;150;2;2;2
56;4;3;3;2;109;2;1;2;17;nov;124;1;129;18;2;2
34;4;3;4;2;2347;2;1;3;17;nov;555;1;-1;0;1;2
36;8;1;2;2;1392;2;1;3;17;nov;231;1;-1;0;1;2
48;10;1;2;2;264;1;1;3;17;nov;107;2;-1;0;1;2
59;4;1;4;2;3640;2;2;3;17;nov;226;2;-1;0;1;2
58;4;1;4;2;1831;2;2;3;17;nov;1531;1;-1;0;1;2
49;4;2;4;2;1904;2;1;3;17;nov;131;2;-1;0;1;2
47;11;1;2;2;734;1;2;3;17;nov;92;3;-1;0;1;2
37;4;1;4;2;620;1;2;3;17;nov;93;3;-1;0;1;2
39;9;1;4;2;5;1;2;3;17;nov;118;2;131;1;2;2
38;11;1;2;2;821;1;1;3;17;nov;224;2;180;1;3;2
31;11;1;2;2;0;1;2;3;17;nov;326;2;-1;0;1;2
50;4;1;4;2;4654;2;2;3;17;nov;251;2;-1;0;1;2
42;11;1;3;2;275;2;2;3;17;nov;295;2;109;9;3;2
34;4;3;4;2;1049;1;2;3;17;nov;101;2;129;1;3;2
51;8;1;2;2;1414;1;2;1;17;nov;422;3;186;2;3;2
59;1;1;2;2;2145;2;2;2;17;nov;273;2;-1;0;1;2
41;4;1;4;2;653;1;2;2;17;nov;60;2;-1;0;1;2
43;8;1;2;2;-210;1;2;3;17;nov;523;2;-1;0;1;2
30;11;3;2;2;163;1;2;3;17;nov;72;3;-1;0;1;2
38;8;1;3;2;0;1;2;3;17;nov;78;2;193;2;3;2
49;1;1;2;2;1058;2;2;2;17;nov;291;3;-1;0;1;2
38;4;3;4;2;11971;1;2;1;17;nov;609;2;101;3;3;2
41;4;3;4;2;7595;2;2;3;17;nov;1121;2;-1;0;1;2
47;4;1;2;2;794;1;1;3;17;nov;564;2;-1;0;1;2
56;5;1;3;2;1168;2;2;2;17;nov;673;2;-1;0;1;2
53;10;1;4;2;2269;2;2;3;17;nov;1091;2;150;1;4;1
41;8;1;2;2;271;1;2;3;17;nov;148;2;172;2;3;2
57;11;1;2;2;1158;2;2;1;17;nov;204;2;109;21;2;2
47;4;1;2;2;0;1;1;3;17;nov;124;2;-1;0;1;2
48;4;2;4;2;-478;1;2;3;17;nov;87;5;167;6;3;2
54;4;1;4;2;3795;1;1;3;17;nov;227;2;119;1;3;2
50;4;1;4;2;463;2;1;3;17;nov;141;3;-1;0;1;2
55;6;1;2;2;653;1;2;3;17;nov;193;2;186;1;3;2
40;4;1;4;2;486;1;1;3;17;nov;69;2;-1;0;1;2
50;11;1;2;2;2242;2;2;3;17;nov;170;2;-1;0;1;2
38;11;3;2;2;1255;1;2;3;17;nov;151;2;171;2;3;2
50;11;2;2;2;-403;2;1;3;17;nov;130;2;119;2;3;2
52;8;1;1;2;2171;1;2;3;17;nov;567;2;-1;0;1;2
43;4;1;4;2;0;1;2;3;17;nov;360;2;-1;0;1;2
49;8;2;2;2;23;2;2;3;17;nov;221;2;-1;0;1;2
42;3;1;3;2;2636;2;2;3;17;nov;178;2;151;1;3;2
40;5;1;2;2;1029;1;1;3;17;nov;117;2;117;3;3;2
46;12;1;1;2;12839;1;2;3;17;nov;228;4;-1;0;1;2
50;1;1;2;2;1241;1;1;2;17;nov;49;2;-1;0;1;2
48;4;1;2;2;-1157;2;1;3;17;nov;125;2;-1;0;1;2
34;3;3;2;2;0;2;2;3;17;nov;63;2;-1;0;1;2
38;1;1;2;2;0;2;2;2;17;nov;599;2;158;8;2;2
31;9;3;4;2;917;2;1;3;17;nov;367;3;-1;0;1;2
43;4;1;4;2;1781;2;2;3;17;nov;69;2;-1;0;1;2
51;4;3;4;2;2139;2;2;3;17;nov;176;2;-1;0;1;2
34;4;1;4;2;815;2;2;3;17;nov;161;2;-1;0;1;2
45;9;1;2;2;2278;2;2;1;17;nov;1735;2;-1;0;1;2
57;4;1;2;2;1502;2;2;2;17;nov;340;2;109;11;3;2
36;4;1;4;2;7;1;2;3;17;nov;501;2;-1;0;1;2
32;12;3;1;2;2378;2;2;3;17;nov;1132;2;-1;0;1;1
54;1;1;1;2;217;2;2;2;17;nov;110;2;-1;0;1;2
51;11;1;2;2;856;2;2;3;17;nov;99;2;-1;0;1;2
49;11;1;2;2;652;2;2;3;17;nov;198;2;-1;0;1;2
46;4;1;4;2;1375;1;2;3;17;nov;308;3;-1;0;1;2
48;1;1;2;2;2707;2;2;3;17;nov;212;2;-1;0;1;2
44;4;3;2;2;3684;1;2;3;17;nov;35;3;-1;0;1;2
30;11;3;2;2;426;1;2;2;17;nov;127;4;111;6;3;2
35;1;1;2;2;216;1;1;3;17;nov;70;3;-1;0;1;2
50;4;2;4;2;299;2;2;3;17;nov;666;3;-1;0;1;2
40;8;2;3;2;-78;2;1;3;17;nov;330;2;-1;0;1;2
56;4;3;2;2;237;1;2;2;17;nov;117;3;131;4;3;2
37;1;1;4;2;1988;2;2;3;17;nov;397;2;-1;0;1;2
31;8;1;2;2;1354;1;1;3;17;nov;222;2;-1;0;1;2
39;11;1;2;2;8;2;1;3;17;nov;333;2;96;2;3;2
50;1;2;4;2;66;1;2;3;17;nov;77;2;-1;0;1;2
45;6;1;4;2;1503;2;2;3;17;nov;212;3;-1;0;1;2
40;1;1;2;2;1565;1;1;3;17;nov;288;2;-1;0;1;2
43;4;1;4;2;68;1;2;3;17;nov;31;2;-1;0;1;2
52;11;2;2;2;0;2;2;2;17;nov;215;3;-1;0;1;2
41;4;1;2;2;3018;1;2;3;17;nov;536;2;-1;0;1;2
43;12;2;2;2;1043;1;2;3;17;nov;57;4;119;3;3;2
34;9;3;4;2;876;1;2;3;17;nov;145;2;-1;0;1;2
35;1;2;2;2;0;1;1;3;17;nov;86;2;-1;0;1;2
42;12;1;2;2;1027;1;2;2;17;nov;188;2;168;2;3;2
44;4;1;4;2;724;1;2;3;17;nov;157;2;172;1;3;2
38;3;3;4;2;324;1;2;3;17;nov;167;3;-1;0;1;2
56;1;2;2;2;3337;1;2;2;17;nov;99;3;-1;0;1;2
54;11;1;1;2;1162;2;2;2;17;nov;37;2;-1;0;1;2
42;8;1;1;2;452;1;2;3;17;nov;359;2;-1;0;1;2
51;11;1;2;2;614;2;2;3;17;nov;85;2;-1;0;1;2
41;1;1;2;2;0;1;2;3;17;nov;595;2;-1;0;1;2
44;8;1;2;2;0;1;2;3;17;nov;139;3;-1;0;1;2
36;8;1;2;2;0;1;2;3;17;nov;273;2;131;1;3;2
43;4;1;4;2;430;2;2;3;17;nov;44;2;-1;0;1;2
40;3;1;2;2;219;1;2;3;17;nov;204;2;196;1;3;2
53;4;2;4;2;627;1;2;3;17;nov;102;3;-1;0;1;2
54;1;1;2;2;2935;1;1;3;17;nov;137;2;-1;0;1;2
58;4;1;4;2;1101;2;2;2;17;nov;99;3;-1;0;1;2
41;4;3;2;2;1286;1;2;2;17;nov;661;4;-1;0;1;2
48;11;1;1;2;2106;1;2;3;17;nov;499;2;195;1;3;2
53;11;2;2;2;453;2;2;3;17;nov;148;2;-1;0;1;2
48;11;1;4;2;1036;1;1;2;17;nov;71;2;-1;0;1;2
40;3;1;2;2;1077;1;1;3;17;nov;148;2;-1;0;1;2
35;11;2;4;2;825;1;2;3;17;nov;273;2;-1;0;1;2
43;4;1;4;2;2767;1;2;3;17;nov;374;1;186;7;3;2
40;11;1;2;2;1269;1;2;3;17;nov;353;1;172;1;3;2
56;12;1;2;2;1150;2;1;3;17;nov;107;1;117;3;3;2
37;11;1;2;2;5115;1;2;3;17;nov;1210;2;171;4;3;1
38;12;1;2;2;18;1;1;3;17;nov;118;2;-1;0;1;2
56;4;3;4;2;1092;1;1;3;17;nov;176;3;186;4;3;2
37;4;1;2;2;121;2;1;3;17;nov;211;2;151;2;3;2
58;8;2;2;2;644;2;1;3;17;nov;220;4;109;4;3;2
38;12;1;3;2;0;1;2;3;17;nov;960;2;-1;0;1;2
55;5;3;2;2;1606;2;2;2;17;nov;762;1;-1;0;1;2
43;4;3;2;2;469;1;2;3;17;nov;181;4;-1;0;1;2
38;4;1;4;2;1680;1;2;3;17;nov;414;2;-1;0;1;2
51;12;2;2;2;12;1;2;3;17;nov;150;1;-1;0;1;2
45;6;1;2;2;781;2;1;3;17;nov;652;2;126;2;3;1
40;4;3;2;2;10378;1;2;3;17;nov;523;3;-1;0;1;2
34;8;1;2;2;0;1;2;3;17;nov;301;1;-1;0;1;2
54;10;1;2;2;1826;1;2;3;17;nov;264;4;-1;0;1;2
36;4;1;4;2;6153;2;2;2;17;nov;240;3;-1;0;1;2
50;11;1;2;2;0;1;2;3;17;nov;114;4;168;2;3;2
46;9;1;4;2;0;1;1;3;17;nov;258;1;-1;0;1;2
42;11;1;2;2;525;2;2;3;17;nov;172;3;-1;0;1;2
41;1;1;3;2;611;2;1;3;17;nov;487;1;-1;0;1;2
46;1;1;2;2;4958;1;2;3;17;nov;64;3;150;5;2;2
56;9;2;3;2;97;2;1;2;17;nov;215;1;-1;0;1;2
43;8;1;3;2;197;1;2;3;17;nov;48;2;-1;0;1;2
44;11;2;2;2;106;1;2;1;17;nov;17;1;175;1;3;2
40;8;3;2;2;406;2;2;3;17;nov;205;2;-1;0;1;2
35;12;2;2;2;204;1;2;3;17;nov;295;1;186;9;2;2
58;12;1;2;2;2479;1;2;2;17;nov;292;1;-1;0;1;2
49;11;3;2;2;-188;1;1;3;17;nov;454;1;-1;0;1;1
48;11;1;2;2;42;1;1;3;17;nov;92;1;-1;0;1;2
35;4;1;4;2;1485;1;2;3;17;nov;104;1;-1;0;1;2
48;11;2;2;2;0;2;1;3;17;nov;318;1;-1;0;1;2
40;8;1;2;2;755;2;2;3;17;nov;408;1;117;1;3;2
42;4;1;4;2;981;1;2;3;17;nov;276;1;-1;0;1;2
55;9;1;4;2;0;2;2;3;17;nov;252;3;-1;0;1;2
35;9;3;2;2;690;1;2;3;17;nov;1012;1;-1;0;1;2
44;5;2;2;2;653;2;2;3;17;nov;475;1;-1;0;1;2
40;4;1;4;2;1777;1;2;3;18;nov;81;4;-1;0;1;2
50;11;1;2;2;0;1;1;3;18;nov;126;2;-1;0;1;2
35;9;1;2;2;3329;2;2;3;18;nov;166;1;-1;0;1;2
43;11;1;4;2;1201;1;1;3;18;nov;82;1;97;3;3;2
31;8;3;4;2;761;2;2;2;18;nov;514;2;-1;0;1;1
40;9;1;4;2;3059;1;1;3;18;nov;41;1;182;1;3;2
53;11;1;2;2;530;2;2;3;18;nov;244;1;-1;0;1;2
56;4;1;2;2;0;2;2;2;18;nov;189;1;-1;0;1;2
34;8;1;3;2;7673;1;2;3;18;nov;143;1;-1;0;1;2
32;12;3;2;2;148;1;2;3;18;nov;150;1;-1;0;1;2
49;11;1;1;2;323;1;2;3;18;nov;41;2;-1;0;1;2
33;11;2;2;2;751;1;2;3;18;nov;237;1;-1;0;1;2
54;11;2;2;2;2868;2;2;3;18;nov;42;1;-1;0;1;2
46;8;1;4;1;-388;2;2;3;18;nov;295;2;-1;0;1;2
44;6;3;4;2;1240;1;2;3;18;nov;88;1;-1;0;1;2
57;9;1;4;2;894;1;2;3;18;nov;79;1;-1;0;1;2
59;9;1;2;2;201;2;2;3;18;nov;117;2;-1;0;1;2
45;11;1;2;2;2269;1;2;3;18;nov;233;1;-1;0;1;2
36;5;1;3;2;4324;1;2;3;18;nov;139;4;127;4;3;2
44;4;1;4;2;756;1;2;3;18;nov;65;1;130;2;3;2
49;8;1;2;2;2039;1;2;3;18;nov;283;2;-1;0;1;2
43;6;1;4;2;13342;1;2;3;18;nov;465;1;-1;0;1;2
37;8;1;2;2;723;1;2;3;18;nov;119;1;110;2;3;2
36;9;3;2;2;15;2;2;3;18;nov;186;2;-1;0;1;2
37;11;1;2;2;195;1;2;3;18;nov;68;1;194;2;3;2
42;8;1;2;2;879;1;2;3;18;nov;140;1;-1;0;1;2
41;11;1;2;2;3275;1;2;3;18;nov;121;1;168;1;2;2
42;6;1;4;2;2249;1;2;2;18;nov;228;1;125;5;3;2
34;11;1;4;2;7717;1;2;3;18;nov;386;1;-1;0;1;2
59;8;1;3;2;162;2;2;2;18;nov;140;1;-1;0;1;2
55;12;1;4;2;606;2;1;3;18;nov;114;2;-1;0;1;2
53;11;1;2;2;137;2;1;3;18;nov;52;1;176;1;3;2
34;4;3;4;2;26575;2;2;3;18;nov;93;1;-1;0;1;2
34;12;1;2;2;135;1;2;3;18;nov;109;1;-1;0;1;2
37;9;3;2;2;133;1;2;3;18;nov;207;1;-1;0;1;2
54;11;2;4;2;2133;2;2;3;18;nov;176;1;-1;0;1;2
34;8;1;2;2;2305;1;2;3;18;nov;301;1;-1;0;1;2
31;1;3;2;2;19;1;2;3;18;nov;1978;1;-1;0;1;1
57;4;1;4;2;2101;2;2;3;18;nov;101;5;-1;0;1;2
35;4;1;4;2;1613;1;2;3;18;nov;95;1;-1;0;1;2
51;5;2;2;2;-76;1;2;3;18;nov;91;1;-1;0;1;2
48;4;1;4;2;1741;1;1;2;18;nov;40;1;-1;0;1;2
44;11;1;2;2;10888;1;2;3;18;nov;67;1;105;1;3;2
34;4;1;4;2;417;1;2;3;18;nov;138;1;-1;0;1;2
44;4;1;4;2;0;1;1;3;18;nov;54;1;-1;0;1;2
41;1;1;2;2;4320;1;2;3;18;nov;164;1;166;2;3;2
35;4;1;4;2;618;1;2;3;18;nov;116;1;-1;0;1;2
34;4;1;4;2;65;1;2;3;18;nov;544;1;-1;0;1;2
35;11;1;2;2;4508;1;2;3;18;nov;854;1;-1;0;1;1
56;9;2;2;2;0;2;2;3;18;nov;348;1;-1;0;1;2
39;8;1;2;2;263;1;2;3;18;nov;365;1;-1;0;1;2
33;4;2;4;1;280;2;1;3;18;nov;155;1;-1;0;1;2
41;8;1;3;2;1461;1;2;3;18;nov;290;1;165;2;4;2
45;11;3;1;2;7108;1;1;3;18;nov;53;1;172;3;3;2
53;6;1;1;2;2496;2;1;3;18;nov;94;1;-1;0;1;2
33;11;1;2;2;256;1;2;3;18;nov;76;1;-1;0;1;2
30;12;1;2;2;33;2;2;3;18;nov;36;1;-1;0;1;2
38;11;3;4;2;1674;2;2;3;18;nov;333;1;-1;0;1;2
44;6;2;4;2;316;1;2;3;18;nov;244;1;-1;0;1;2
34;4;1;4;2;0;1;2;3;18;nov;244;1;-1;0;1;2
36;4;3;4;2;13;2;1;3;18;nov;106;1;-1;0;1;2
48;4;1;2;2;4415;1;2;3;18;nov;271;1;102;6;3;2
33;8;1;2;2;24;1;2;3;18;nov;184;1;-1;0;1;2
31;4;1;4;2;2;1;2;3;18;nov;224;1;-1;0;1;2
44;11;1;2;2;2126;2;1;3;18;nov;166;1;-1;0;1;2
47;3;3;2;2;4819;2;2;3;18;nov;144;1;-1;0;1;2
41;11;1;2;2;112;1;2;3;18;nov;55;1;-1;0;1;2
58;4;1;4;2;9339;1;2;2;18;nov;52;3;172;3;2;2
56;11;1;2;2;589;1;2;3;18;nov;208;1;26;3;4;2
32;1;3;4;2;170;2;2;3;18;nov;74;1;-1;0;1;2
34;8;1;2;2;559;1;2;2;18;nov;47;1;193;1;2;2
40;1;3;2;2;0;1;2;3;18;nov;341;1;-1;0;1;2
54;4;1;2;2;2203;1;2;2;18;nov;151;1;-1;0;1;2
48;6;1;2;2;104;1;1;3;18;nov;55;1;-1;0;1;2
33;1;1;4;2;1636;1;1;3;18;nov;62;1;-1;0;1;2
35;11;3;4;2;172;1;1;3;18;nov;52;1;-1;0;1;2
51;1;2;2;2;390;2;2;2;18;nov;368;1;-1;0;1;2
41;11;1;2;2;476;1;1;3;18;nov;132;1;-1;0;1;2
41;6;1;2;2;2105;1;2;3;18;nov;134;1;-1;0;1;2
47;11;1;2;2;93;2;1;3;18;nov;194;1;-1;0;1;2
48;9;1;4;2;16;1;1;3;18;nov;214;1;-1;0;1;2
45;11;1;2;2;3944;1;2;3;18;nov;141;1;-1;0;1;2
55;4;1;4;2;4982;1;2;2;18;nov;51;1;-1;0;1;2
35;11;1;2;2;14;1;2;2;18;nov;23;1;-1;0;1;2
32;1;1;4;2;2831;1;2;3;18;nov;278;2;-1;0;1;2
50;4;1;2;2;2717;1;2;3;18;nov;188;1;-1;0;1;2
59;4;1;4;2;63;2;2;2;18;nov;89;1;-1;0;1;2
48;11;1;2;2;6376;1;2;3;18;nov;56;4;-1;0;1;2
33;6;1;4;2;196;1;2;3;18;nov;58;1;-1;0;1;2
38;6;2;2;2;36;2;2;3;18;nov;84;2;-1;0;1;2
54;11;1;2;2;13;1;2;3;18;nov;145;2;-1;0;1;2
39;1;3;4;2;283;1;2;3;18;nov;346;1;179;3;2;2
36;11;1;2;2;154;1;2;3;18;nov;231;1;96;2;2;2
49;4;1;4;2;470;2;2;3;18;nov;79;1;-1;0;1;2
41;4;1;4;2;1199;1;2;3;18;nov;286;1;-1;0;1;2
51;6;1;4;1;4;1;2;3;18;nov;80;1;-1;0;1;2
37;6;2;4;2;66;2;2;3;18;nov;1164;2;-1;0;1;1
38;6;3;4;1;0;1;2;3;18;nov;120;1;-1;0;1;2
39;9;1;3;2;2165;1;2;3;18;nov;213;1;-1;0;1;2
33;6;1;4;2;0;1;1;3;18;nov;114;1;-1;0;1;2
47;4;2;4;2;428;1;2;3;18;nov;116;1;167;1;2;2
42;6;1;4;2;257;2;1;3;18;nov;340;2;-1;0;1;2
53;11;2;2;2;4856;1;2;3;18;nov;151;1;-1;0;1;2
36;8;1;1;2;722;1;2;3;18;nov;242;1;182;2;3;2
42;1;3;2;2;-247;1;1;3;18;nov;104;2;28;2;4;2
41;1;1;2;2;16517;2;2;3;18;nov;1268;2;-1;0;1;2
44;11;1;2;2;0;1;2;3;18;nov;205;1;-1;0;1;2
35;11;1;4;2;6;1;2;3;18;nov;47;1;-1;0;1;2
55;8;1;2;2;1164;2;2;3;18;nov;242;1;-1;0;1;2
37;11;1;2;2;0;1;2;3;18;nov;173;1;179;6;3;2
35;4;3;2;2;5260;1;2;3;18;nov;59;1;182;2;3;2
38;11;1;4;2;2453;1;1;3;18;nov;108;1;-1;0;1;2
47;4;2;2;2;0;1;2;3;18;nov;75;2;-1;0;1;2
50;4;1;2;2;13931;1;2;3;18;nov;132;1;-1;0;1;2
35;6;1;2;2;0;1;2;3;18;nov;86;1;-1;0;1;2
48;4;1;4;2;2266;2;2;3;18;nov;676;1;-1;0;1;1
33;11;3;2;2;1769;1;2;3;18;nov;273;1;182;1;3;2
46;4;1;4;2;4301;1;1;3;18;nov;50;1;183;2;3;2
59;10;1;2;2;306;2;1;3;18;nov;121;1;-1;0;1;2
33;4;1;4;2;0;1;2;3;18;nov;88;1;-1;0;1;2
46;1;2;2;2;7378;2;2;3;18;nov;466;1;-1;0;1;2
52;4;2;4;2;-723;1;1;3;18;nov;636;1;-1;0;1;2
45;8;2;3;2;2702;2;2;3;18;nov;110;1;-1;0;1;2
56;4;1;4;2;1388;2;2;3;18;nov;132;1;-1;0;1;2
46;11;1;2;2;68;1;1;3;18;nov;111;2;155;3;3;2
36;1;2;2;2;454;1;2;3;18;nov;165;1;131;1;3;2
50;12;2;2;2;330;1;1;3;18;nov;281;1;-1;0;1;2
57;1;1;2;2;1509;1;2;3;18;nov;509;1;-1;0;1;2
31;8;1;2;2;225;1;2;3;18;nov;236;1;-1;0;1;2
32;8;3;2;2;53;1;2;3;18;nov;276;1;195;1;3;2
38;4;3;4;2;1515;1;2;3;18;nov;134;1;110;5;3;2
38;4;1;4;2;1802;2;2;3;18;nov;74;1;-1;0;1;2
37;5;3;4;2;561;2;2;3;18;nov;188;1;165;2;3;2
59;6;1;2;2;2429;2;1;3;18;nov;79;2;182;7;3;2
34;4;1;4;2;786;1;1;3;18;nov;250;1;-1;0;1;2
40;12;2;2;2;1155;2;1;3;18;nov;175;1;138;1;3;2
41;11;1;2;2;1226;2;2;3;18;nov;261;1;-1;0;1;2
59;8;1;3;2;14;1;1;3;18;nov;319;2;182;1;3;2
36;4;3;4;2;0;2;1;3;18;nov;300;1;96;4;3;2
35;8;1;2;2;153;1;2;3;18;nov;645;2;-1;0;1;2
59;6;1;3;2;222;2;2;3;18;nov;97;1;-1;0;1;2
56;4;1;4;2;664;2;1;3;18;nov;71;1;-1;0;1;2
51;8;1;3;2;1194;1;2;3;18;nov;714;1;186;3;3;2
48;4;1;4;2;363;2;2;3;18;nov;67;1;-1;0;1;2
45;8;3;2;2;91;2;1;3;18;nov;149;1;127;2;3;2
42;4;1;4;2;2819;1;2;3;18;nov;149;2;-1;0;1;2
30;4;3;4;2;414;2;2;3;18;nov;635;5;-1;0;1;2
32;6;1;4;2;0;1;1;3;18;nov;95;1;-1;0;1;2
38;6;1;1;2;259;2;2;3;18;nov;63;1;-1;0;1;2
44;6;1;2;2;1442;2;2;3;18;nov;280;2;-1;0;1;2
38;4;3;4;2;427;1;2;3;18;nov;253;1;182;1;3;2
37;8;1;3;2;0;2;2;3;18;nov;850;2;-1;0;1;2
39;11;3;2;2;4646;1;2;3;18;nov;486;1;-1;0;1;1
37;4;1;2;2;4056;2;2;3;18;nov;114;1;-1;0;1;2
49;4;1;4;1;-24;2;2;3;18;nov;132;3;-1;0;1;2
51;4;1;3;2;108;2;2;3;18;nov;169;2;-1;0;1;2
57;3;1;2;2;1681;2;2;3;18;nov;226;1;-1;0;1;2
31;11;3;2;2;1062;2;2;3;18;nov;835;1;-1;0;1;2
37;12;2;2;2;2152;1;2;3;18;nov;200;1;-1;0;1;2
46;3;3;2;2;836;2;2;3;18;nov;95;1;-1;0;1;2
35;3;3;2;2;3854;1;2;3;18;nov;132;2;-1;0;1;2
35;1;1;2;2;4463;2;2;3;18;nov;90;1;-1;0;1;2
34;11;3;2;2;2729;1;2;3;18;nov;835;1;-1;0;1;1
42;8;1;2;2;1958;1;2;3;18;nov;129;1;172;3;3;2
30;11;3;4;2;3;1;2;3;18;nov;54;1;195;1;3;2
36;4;1;4;2;8277;1;2;3;18;nov;613;1;-1;0;1;2
51;9;1;4;2;146;2;2;3;18;nov;150;2;126;3;3;2
37;4;1;4;2;3770;1;2;3;18;nov;106;1;110;4;3;2
41;12;1;2;2;446;1;2;3;18;nov;296;1;186;1;4;2
47;4;1;2;2;458;2;2;3;18;nov;66;1;-1;0;1;2
33;1;2;2;2;661;1;2;3;18;nov;411;1;173;2;2;2
41;9;3;4;2;0;2;2;3;18;nov;256;1;-1;0;1;2
40;4;1;4;2;1217;1;1;3;18;nov;155;1;-1;0;1;2
35;11;3;2;2;7530;2;2;3;18;nov;117;1;-1;0;1;2
58;10;1;2;2;14412;2;2;3;18;nov;297;1;-1;0;1;2
30;11;3;2;2;4787;1;2;3;18;nov;266;1;167;2;3;2
43;4;1;4;2;1684;1;2;3;18;nov;435;4;-1;0;1;2
36;11;1;2;2;1345;1;2;3;18;nov;82;1;172;3;3;2
54;10;2;4;2;349;1;2;3;18;nov;257;1;-1;0;1;2
43;1;1;2;2;1375;1;2;3;18;nov;95;1;-1;0;1;2
50;4;2;4;2;0;2;2;3;18;nov;154;1;-1;0;1;2
58;4;1;4;2;0;1;2;3;18;nov;265;1;188;1;3;2
41;4;1;4;2;97;2;2;3;18;nov;130;1;-1;0;1;2
42;8;1;3;2;2273;1;2;3;18;nov;253;1;112;2;3;2
41;8;1;2;2;1100;1;2;3;18;nov;397;1;173;2;3;2
